#OTU ID	SZMB7	SZ.SC5	SZMB12	SZ.SC2	SZ.SC7	SZMB10	SZMB6	SZ.SC4	SZMB5	SZ.SC6	SZ.SC1	SZMB9
NR_125570.1_Oribacterium_parvum_strain_ACB1_16S_ribosomal_RNA_gene__partial_sequence	3	0	0	2	1	0	0	2	0	0	1	0
NR_134685.1_Acinetobacter_variabilis_strain_NIPH_2171_16S_ribosomal_RNA__complete_sequence	0	783	0	136	17	0	0	3984	0	7745	0	0
NR_133685.1_Acinetobacter_qingfengensis_strain_2BJ1_16S_ribosomal_RNA__partial_sequence	0	73	0	2	0	0	0	6	0	195	0	0
NR_125691.1_Pseudocitrobacter_anthropi_strain_C138_16S_ribosomal_RNA_gene__partial_sequence	0	225	0	402	37	0	0	127	0	129	0	0
NR_125595.1_Senegalimassilia_anaerobia_strain_JC110_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	14	0	5	0	0	0
NR_125629.1_Bacillus_massilioanorexius_strain_AP8_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	1	0	0	0	0	0	0	0
NR_125645.1_Listeria_floridensis_strain_FSL_S10-1187_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	2	0	0
NR_126271.1_Paenibacillus_pinisoli_strain_NB5_16S_ribosomal_RNA_gene__partial_sequence	0	18	0	1	0	0	0	0	0	2	0	0
NR_126171.1_Lysinibacillus_composti_strain_NCCP-36_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	2	1	0	0	0	0	1	0	0
NR_126257.1_Chryseobacterium_nakagawai_strain_G41_16S_ribosomal_RNA_gene__partial_sequence	0	5	0	0	0	0	0	0	0	9	0	0
NR_126273.1_Massilia_kyonggiensis_strain_TSA1_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	28	0	0
NR_126303.1_Rosenbergiella_epipactidis_strain_2.1A_16S_ribosomal_RNA_gene__partial_sequence	0	4	0	5	3	0	0	1	0	11	0	0
NR_133020.1_Pseudomonas_nitritireducens_strain_WZBFD3-5A2_16S_ribosomal_RNA__partial_sequence	0	2	0	0	0	0	0	0	0	3	0	0
NR_132679.1_Leucobacter_kyeonggiensis_strain_F3-P9_16S_ribosomal_RNA__partial_sequence	0	0	0	0	0	0	0	0	0	1	0	0
NR_132691.1_Lysinibacillus_tabacifolii_strain_K3514_16S_ribosomal_RNA__partial_sequence	0	0	0	2	0	0	0	0	0	0	0	0
NR_133023.1_Pseudomonas_oryzae_strain_WM-3_16S_ribosomal_RNA__partial_sequence	0	0	0	0	0	0	0	0	0	1	0	0
NR_133029.1_Bacillus_massiliogorillae_strain_G2_16S_ribosomal_RNA__partial_sequence	0	0	0	3	1	0	0	1	0	0	0	0
NR_133800.1_Novosphingobium_ginsenosidimutans_strain_FW-6_16S_ribosomal_RNA__partial_sequence	0	1	0	0	0	0	0	0	0	0	0	0
NR_133762.1_Hungatella_effluvii_strain_UB-B.2_16S_ribosomal_RNA__partial_sequence	699	1	30	1	25	335	337	0	231	0	0	40
NR_133704.1_Bacillus_tianshenii_strain_YIM_M13235_16S_ribosomal_RNA__partial_sequence	0	6	0	5	26	0	0	1	0	10	0	0
NR_133727.1_Chryseobacterium_geocarposphaerae_strain_91A-561_16S_ribosomal_RNA__partial_sequence	0	20	0	0	0	0	0	0	0	24	0	0
NR_133723.1_Chryseobacterium_arachidis_strain_91A-593_16S_ribosomal_RNA__partial_sequence	0	7	0	0	0	0	0	0	0	3	0	0
NR_133728.1_Chryseobacterium_zeae_strain_JM-1085_16S_ribosomal_RNA__partial_sequence	0	1	0	0	0	0	0	0	0	34	0	0
NR_133745.1_Flavobacterium_lacus_strain_NP180_16S_ribosomal_RNA__partial_sequence	0	1	0	0	0	0	0	0	0	5	0	0
NR_133777.1_Melaminivora_alkalimesophila_strain_CY1_16S_ribosomal_RNA__partial_sequence	0	0	0	0	1	0	0	0	0	0	0	0
NR_133768.1_Lactobacillus_rodentium_strain_MYMRS_TLU1_16S_ribosomal_RNA__partial_sequence	0	0	0	0	0	0	0	0	0	0	1	0
NR_133990.1_Brucella_papionis_strain_F8_08-60_16S_ribosomal_RNA__partial_sequence	0	98	0	0	0	0	0	0	0	5	0	0
NR_133954.1_Acinetobacter_guangdongensis_strain_1NM-4_16S_ribosomal_RNA__partial_sequence	0	8	0	0	0	0	0	5	0	24	0	0
NR_133803.1_Ottowia_beijingensis_strain_GCS-AN-3_16S_ribosomal_RNA__partial_sequence	0	23	0	0	1	2	0	0	0	50	1	0
NR_133856.1_Sinibacillus_soli_strain_GD05_16S_ribosomal_RNA__partial_sequence	0	0	0	2	0	0	0	0	0	0	0	0
NR_133982.1_Bifidobacterium_faecale_strain_CU3-7_16S_ribosomal_RNA__partial_sequence	0	1	0	3	2	0	0	3	0	1	2	0
NR_134073.1_Lysinibacillus_halotolerans_strain_LAM612_16S_ribosomal_RNA__partial_sequence	0	1	0	0	0	0	0	0	0	0	0	0
NR_134009.1_Comamonas_humi_strain_GAU11_16S_ribosomal_RNA__partial_sequence	0	33	0	0	0	0	0	0	0	3	0	0
NR_134044.1_Gordonibacter_urolithinfaciens_strain_CEBAS_1_15P_16S_ribosomal_RNA__partial_sequence	1	2	0	1	0	0	0	3	0	0	0	0
NR_134037.1_Frederiksenia_canicola_strain_HPA21_16S_ribosomal_RNA__partial_sequence	0	0	0	0	0	0	0	0	0	1	0	0
NR_134061.1_Janibacter_indicus_strain_0704P10-1_16S_ribosomal_RNA__partial_sequence	0	0	0	0	0	0	0	0	0	0	1	0
NR_134232.1_Zhizhongheella_caldifontis_strain_YIM_78140_16S_ribosomal_RNA__partial_sequence	0	1	0	0	0	0	0	0	0	0	0	0
NR_134143.1_Pseudoscardovia_radai_strain_DPVI-TET3_16S_ribosomal_RNA__partial_sequence	0	0	0	0	0	0	0	1	0	0	0	0
NR_134138.1_Propionispira_arcuata_strain_WK011_16S_ribosomal_RNA__partial_sequence	0	0	0	0	0	0	3	0	0	0	0	0
NR_134091.1_Mobilitalea_sibirica_strain_P3M-3_16S_ribosomal_RNA__partial_sequence	0	0	0	0	1	0	0	0	0	0	0	0
NR_136479.1_Paenibacillus_qingshengii_strain_S1-9_16S_ribosomal_RNA__partial_sequence	0	0	0	0	1	0	0	0	0	8	0	0
NR_134735.1_Gemmobacter_intermedius_strain_119_4_16S_ribosomal_RNA__partial_sequence	0	7	0	0	0	0	0	0	0	1	0	0
NR_134718.1_Deinococcus_radiotolerans_strain_C1_16S_ribosomal_RNA__partial_sequence	0	0	0	0	0	0	0	1	0	1	0	0
NR_134707.1_Catenisphaera_adipataccumulans_strain_GK12_16S_ribosomal_RNA__partial_sequence	0	0	0	0	0	0	0	0	1	0	0	0
NR_135861.1_Helicobacter_himalayensis_16S_ribosomal_RNA__partial_sequence	10	0	29	0	2	9	2	0	2	0	0	12
NR_134772.1_Murimonas_intestini_strain_SRB-530-5-H_16S_ribosomal_RNA__partial_sequence	12	5	3	0	7	9	15	3	13	0	0	30
NR_134781.1_Olsenella_scatoligenes_strain_SK9K4_16S_ribosomal_RNA__partial_sequence	0	0	0	0	0	0	0	0	0	1	3	0
NR_135720.1_Enterococcus_diestrammenae_strain_ORL-24_16S_ribosomal_RNA__partial_sequence	0	0	0	4	2	0	0	0	0	0	0	0
NR_134800.1_Romboutsia_sedimentorum_strain_LAM201_16S_ribosomal_RNA__partial_sequence	0	0	0	0	0	0	10	0	0	0	0	0
NR_134785.1_Parabacteroides_faecis_strain_157_16S_ribosomal_RNA__partial_sequence	1	0	0	0	0	0	2	0	0	0	0	1
NR_135703.1_Pseudomonas_guariconensis_strain_PCAVU11_16S_ribosomal_RNA__partial_sequence	0	1	0	2	0	0	0	0	0	1	0	0
NR_134818.1_Streptococcus_tangierensis_strain_CCMM_B832_16S_ribosomal_RNA__partial_sequence	1	0	0	2	1	0	0	0	0	2	3	0
NR_135725.1_Pseudomonas_guguanensis_strain_CC-G9A_16S_ribosomal_RNA__partial_sequence	0	6	0	0	0	0	0	0	0	10	0	0
NR_135727.1_Acinetobacter_kookii_strain_11-0202_16S_ribosomal_RNA__partial_sequence	0	1	0	0	0	0	0	0	0	1	0	0
NR_137363.1_Paenibacillus_physcomitrellae_strain_XB_16S_ribosomal_RNA__partial_sequence	0	0	0	0	0	0	0	0	0	1	0	0
NR_137244.1_Psychrobacillus_soli_strain_NHI-2_16S_ribosomal_RNA__partial_sequence	0	0	0	1	1	0	0	0	0	0	0	0
NR_137219.1_Streptococcus_pharyngis_strain_DICM10-00796B_16S_ribosomal_RNA__partial_sequence	0	0	0	2	0	0	0	1	0	0	5	0
NR_136785.1_Lactobacillus_plajomi_strain_NB53_16S_ribosomal_RNA__partial_sequence	0	0	0	1	0	0	0	0	0	0	1	0
NR_136763.1_Herbinix_hemicellulosilytica_strain_T3_55_16S_ribosomal_RNA__partial_sequence	0	0	1	0	0	3	0	0	1	0	0	0
NR_144615.1_Longibaculum_muris_strain_MT10-315-CC-1.2-2_16S_ribosomal_RNA__partial_sequence	40	0	23	0	0	9	16	0	343	0	1	2
NR_144609.1_Enterorhabdus_muris_strain_WCA-131-CoC-2_16S_ribosomal_RNA__partial_sequence	51	0	6	0	0	42	20	0	18	0	0	87
NR_144587.1_Kurthia_populi_strain_10y-14_16S_ribosomal_RNA__partial_sequence	0	2	0	178	72	0	0	40	0	196	0	0
NR_137408.1_Terrisporobacter_petrolearius_strain_LAM0A37_16S_ribosomal_RNA__partial_sequence	11	0	0	157	17	0	50	0	22	0	1	0
NR_144578.1_Bacillus_hisashii_strain_N-11_16S_ribosomal_RNA__partial_sequence	2	0	0	0	0	0	0	0	0	0	0	0
NR_144607.1_Blautia_caecimuris_strain_SJ18_16S_ribosomal_RNA__partial_sequence	518	0	60	0	12	0	1	1	84	0	1	10
NR_144604.1_Brenneria_populi_Li_et_al._2015_strain_D9-5_16S_ribosomal_RNA__partial_sequence	0	24	0	0	0	0	0	0	0	0	0	0
NR_144605.1_Acutalibacter_muris_strain_KB18_16S_ribosomal_RNA__partial_sequence	0	0	0	3	0	5	3	0	8	0	0	0
NR_144606.1_Bacteroides_caecimuris_strain_I48_16S_ribosomal_RNA__partial_sequence	3	0	0	1	8	2	0	0	0	0	0	0
NR_144608.1_Cuneatibacter_caecimuris_strain_BARN-424-CC-10_16S_ribosomal_RNA__partial_sequence	22	4	15	1	5	1	16	1	16	0	0	1
NR_144611.1_Flintibacter_butyricus_strain_BLS21_16S_ribosomal_RNA__partial_sequence	150	17	91	60	9	9	107	3	132	0	0	152
NR_144610.1_Extibacter_muris_strain_40cc-B-5824-ARE_16S_ribosomal_RNA__partial_sequence	40	56	19	18	9	7	182	24	69	0	0	22
NR_144612.1_Frisingicoccus_caecimuris_strain_PG-426-CC-1_16S_ribosomal_RNA__partial_sequence	80	1	13	1	2	119	31	0	124	0	0	16
NR_144749.1_Ihubacter_massiliensis_strain_Marseille-P2843_16S_ribosomal_RNA__partial_sequence	215	1	117	12	2	99	34	1	174	0	67	62
NR_144616.1_Muribaculum_intestinale_strain_YL27_16S_ribosomal_RNA__partial_sequence	972	0	126	0	0	1378	330	0	295	0	0	1372
NR_144617.1_Muricomes_intestini_strain_2PG-424-CC-1_16S_ribosomal_RNA__partial_sequence	277	3	128	4	0	126	136	1	194	0	4	52
NR_144740.1_Romboutsia_timonensis_strain_DR1_16S_ribosomal_RNA__partial_sequence	25	0	1	1	0	0	224	0	29	0	0	0
NR_144710.1_Paenibacillus_antibioticophila_strain_GD11_16S_ribosomal_RNA__partial_sequence	0	0	0	0	0	0	0	0	0	6	0	0
NR_144696.1_Clostridium_saudiense_strain_JCC_16S_ribosomal_RNA__partial_sequence	3	0	0	3	4	0	4	1	2	2	0	0
NR_144708.1_Corynebacterium_ihumii_strain_GD7_16S_ribosomal_RNA__partial_sequence	0	0	0	0	0	0	0	0	0	2	0	0
NR_144706.1_Alistipes_ihumii_strain_AP11_16S_ribosomal_RNA__partial_sequence	0	0	6	0	0	0	0	0	0	0	0	0
NR_144736.1_Neglecta_timonensis_strain_SN17_16S_ribosomal_RNA__partial_sequence	66	1	67	0	0	64	91	0	89	0	0	62
NR_144722.1_Drancourtella_massiliensis_strain_GD1_16S_ribosomal_RNA__partial_sequence	4	0	1	0	0	0	1	0	0	0	0	0
NR_144719.1_Bacillus_testis_strain_SIT10_16S_ribosomal_RNA__partial_sequence	0	0	0	0	1	0	0	0	0	0	0	0
NR_144731.1_Eisenbergiella_massiliensis_strain_AT11_16S_ribosomal_RNA__partial_sequence	70	0	2	0	0	1	2	0	0	0	0	18
NR_144723.2_Enterococcus_massiliensis_strain_AM1_16S_ribosomal_RNA__partial_sequence	0	0	0	0	1	0	0	0	0	2	0	0
NR_144725.1_Gabonia_massiliensis_strain_GM3_16S_ribosomal_RNA__partial_sequence	3	0	3	0	0	0	0	0	0	0	0	0
NR_144727.1_Anaeromassilibacillus_senegalensis_strain_mt9_16S_ribosomal_RNA__partial_sequence	0	0	1	0	0	0	0	0	0	0	0	0
NR_144735.1_Bariatricus_massiliensis_strain_AT12_16S_ribosomal_RNA__partial_sequence	0	0	1	0	0	0	0	0	0	0	0	1
NR_144737.1_Emergencia_timonensis_strain_SN18_16S_ribosomal_RNA__partial_sequence	4	5	2	1	6	6	0	0	3	2	0	2
NR_144743.1_Christensenella_timonensis_strain_Marseille-P2437_16S_ribosomal_RNA__partial_sequence	0	0	2	2	0	4	0	0	0	0	0	0
NR_144748.1_Phocea_massiliensis_strain_Marseille-P2769_16S_ribosomal_RNA__partial_sequence	0	0	2	0	0	2	0	0	0	0	0	0
NR_145586.1_Lysinibacillus_louembei_strain_NM73_16S_ribosomal_RNA__partial_sequence	0	0	0	4	53	0	0	1	0	1	0	0
NR_145585.1_Bacillus_gossypii_strain_JM-267_16S_ribosomal_RNA__partial_sequence	0	0	0	1	67	0	0	0	0	3	0	0
NR_144750.1_Prevotellamassilia_timonensis_strain_Marseille-P2831_16S_ribosomal_RNA__partial_sequence	0	1	0	0	0	0	0	0	0	1	0	0
NR_144751.1_Raoultibacter_massiliensis_strain_Marseille-P2849_16S_ribosomal_RNA__partial_sequence	2	5	0	1	0	0	1	3	0	0	5	12
NR_147368.1_Millionella_massiliensis_strain_Marseille-P3215_16S_ribosomal_RNA__partial_sequence	3	0	0	0	0	0	0	0	0	0	0	0
NR_145841.1_Acinetobacter_movanagherensis_strain_Movanagher_4_16S_ribosomal_RNA__partial_sequence	0	13	0	3	0	0	0	0	0	32	0	0
NR_145641.1_Acinetobacter_albensis_strain_ANC_4874_16S_ribosomal_RNA__partial_sequence	0	264	0	26	7	0	0	4	0	352	0	0
NR_145633.1_Bacillus_solani_strain_FJAT-18043_16S_ribosomal_RNA__partial_sequence	0	0	0	0	23	0	0	0	0	0	0	0
NR_145637.1_Cavicella_subterranea_strain_W2.09-231_16S_ribosomal_RNA__partial_sequence	0	0	0	0	0	0	0	0	0	1	0	0
NR_146674.1_Paenibacillus_salinicaeni_strain_LAM0A28_16S_ribosomal_RNA__partial_sequence	0	13	0	0	0	0	0	0	0	1	0	0
NR_146362.1_Ochrobactrum_endophyticum_strain_EGI_60010_16S_ribosomal_RNA__partial_sequence	0	0	0	0	0	0	0	0	0	24	0	0
NR_145934.1_Bacillus_stamsii_strain_BoGlc83_16S_ribosomal_RNA__partial_sequence	0	0	0	0	1	0	0	0	0	0	0	0
NR_145929.1_Caproiciproducens_galactitolivorans_strain_BS-1_16S_ribosomal_RNA__partial_sequence	0	0	0	0	1	4	0	0	0	0	7	2
NR_146371.1_Burkholderia_alpina_strain_PO-04-17-38_16S_ribosomal_RNA__partial_sequence	0	1	0	0	0	0	0	0	0	3	0	0
NR_146687.1_Breznakia_pachnodae_strain_Pei061_16S_ribosomal_RNA__complete_sequence	0	0	3	0	0	0	3	0	0	0	0	0
NR_146820.1_Gabonibacter_massiliensis_strain_GM7_16S_ribosomal_RNA__partial_sequence	0	0	0	0	0	9	0	0	0	0	0	0
NR_146821.1_Lysinibacillus_chungkukjangi_strain_C9_16S_ribosomal_RNA__partial_sequence	0	0	0	0	2	0	0	0	0	0	0	0
NR_147396.1_Lachnoclostridium_pacaense_strain_Marseille-P3100_16S_ribosomal_RNA__partial_sequence	1633	17	507	153	90	1120	3281	48	3141	4	89	6515
NR_147371.1_Intestinibacillus_massiliensis_strain_Marseille-P3216_16S_ribosomal_RNA__partial_sequence	3	0	0	0	0	1	3	0	0	0	0	1
NR_147378.1_Negativibacillus_massiliensis_strain_Marseille-P3213_16S_ribosomal_RNA__partial_sequence	3	0	1	1	0	4	1	0	0	0	0	0
NR_147375.1_Colidextribacter_massiliensis_strain_Marseille-P3083_16S_ribosomal_RNA__partial_sequence	33	0	123	25	17	209	63	4	219	2	3	175
NR_147376.1_Caecibacter_massiliensis_strain_Marseille-P2974_16S_ribosomal_RNA__partial_sequence	0	0	0	0	0	0	0	0	0	0	1	0
NR_147381.1_Duodenibacillus_massiliensis_strain_Marseille-P2968_16S_ribosomal_RNA__partial_sequence	0	0	0	1	0	0	2	0	0	0	0	0
NR_148295.1_Pseudomonas_songnenensis_strain_NEAU-ST5-5_16S_ribosomal_RNA__partial_sequence	0	23	0	0	0	0	0	0	0	1	0	0
NR_147778.1_Comamonas_phosphati_strain_WYH_22-41_16S_ribosomal_RNA__partial_sequence	0	17	0	0	0	0	0	0	0	12	0	0
NR_147404.1_Massiliprevotella_massiliensis_strain_Marseille-P2439_16S_ribosomal_RNA__partial_sequence	0	0	0	1	0	0	0	3	0	0	84	0
NR_147401.1_Sutterella_massiliensis_strain_Marseille-P2435_16S_ribosomal_RNA__partial_sequence	3	0	0	0	0	0	0	0	0	0	0	0
NR_147398.1_Anaerotruncus_rubiinfantis_strain_MT15_16S_ribosomal_RNA__partial_sequence	4	0	2	0	0	1	0	0	1	0	3	0
NR_147405.1_Mailhella_massiliensis_strain_Marseille-P3199_16S_ribosomal_RNA__partial_sequence	10	0	0	5	0	0	0	0	0	0	0	0
NR_147406.1_Mordavella_massiliensis_strain_Marseille-P3246_16S_ribosomal_RNA__partial_sequence	1	0	0	0	1	0	1	0	2	0	1	0
NR_147712.1_Massilia_putida_strain_6NM-7_16S_ribosomal_RNA__partial_sequence	0	0	0	0	0	0	0	1	0	0	0	0
NR_147761.1_Bifidobacterium_tissieri_strain_MRM_5.18_16S_ribosomal_RNA__partial_sequence	0	0	0	0	0	0	0	1	0	1	0	0
NR_148289.1_Lysinibacillus_fluoroglycofenilyticus_strain_cmg86_16S_ribosomal_RNA__partial_sequence	0	0	0	0	4	0	0	0	0	0	0	0
NR_148266.1_Clostridium_vulturis_strain_YMB-57_16S_ribosomal_RNA__partial_sequence	0	0	0	9	3	0	0	0	0	0	0	0
